id,country,Source
2442,FR,PÔLE D'ENSEIGNEMENT SUPÉRIEUR DE LA MUSIQUE ET DE LA DANSE DE BORDEAUX AQUITAINE
2443,FR,PÔLE D'ENSEIGNEMENT SUPÉRIEUR SPECTACLE VIVANT BRETAGNE PAYS DE LA LOIRE
2444,FR,PÔLE SUPÉRIEUR D'ENSEIGNEMENT ARTISTIQUE PARIS - BOULOGNE-BILLANCOURT
2445,AZ,QARB UNIVERSITETI
2446,CN,QINGDAO TECHNICAL COLLEGE
2447,CN,QINGDAO UNIVERSITY
2448,UK,"QUEEN MARGARET UNIVERSITY, EDINBURGH"
2449,UK,QUEEN MARY UNIVERSITY OF LONDON
2450,CA,QUEEN'S UNIVERSITY AT KINGSTON
2451,AU,QUEENSLAND UNIVERSITY OF TECHNOLOGY - QLD QUT
2452,US,QUINNIPIAC UNIVERSITY
2453,MA,RABAT SCHOOL OF GOVERNANCE AND ECONOMY (PRIVE)
2454,IN,RAJAGIRI COLLEGE OF SOCIAL SCIENCES
2455,TH,RAJAMANGALA UNIVERSITY OF TECHNOLOGY ISAN
2456,TH,RAJAMANGALA UNIVERSITY OF TECHNOLOGY PHRA NAKHON
2457,TH,RANGSIT UNIVERSITY
2458,ES,"REAL CONSERVATORIO SUPERIOR DE MÚSICA ""VICTORIA EUGENIA"""
2459,ES,REAL CONSERVATORIO SUPERIOR DE MÚSICA DE MADRID
2460,ES,REAL ESCUELA SUPERIOR DE ARTE DRAMÁTICO
2461,TR,RECEP TAYYIP ERDOGAN UNIVERSITESI
2462,UK,REGENT'S UNIVERSITY LONDON
2463,RU,"RELIGIOUS ORGANIZATION OF HIGHER THEOLOGICAL EDUCATION ""ST. NICHOLAS UGRESHSKAYA THEOLOGICAL SEMINARY OF THE RUSSIAN ORTHODOX CHURCH"""
2464,CN,RENMIN UNIVERSITY OF CHINA
2465,MK,REPUBLIC OF MACEDONIA - UNIVERSITY FOR INFORMATION SCIENCE AND TECHNOLOGY ST.PAUL THE APOSTLE OHRID
2466,MK,REPUBLIC OF MACEDONIA GOCE DELCEV STATE UNIVERSITY STIP
2467,KZ,REPUBLICAN STATE ENTERPRISE OPERATING UNDER THE RIGHT OF ECONOMIC MANAGEMENT A.BAITURSYNOV KOSTANAY STATE UNIVERSITY OF MINISTRY OF EDUCATION AND SCIENCE OF THE REPUBLIC OF KAZAKHSTAN
2468,KZ,REPUBLICAN STATE ENTERPRISE OPERATING UNDER THE RIGHT OF ECONOMIC MANAGEMENT A.BAITURSYNOV KOSTANAY STATEUNIVERSITY OF MINISTRY OF EDUCATIO
2469,KZ,"REPUBLICAN STATE INSTITUTION ""THE KURMANGAZY KAZAKH NATIONAL CONSERVATORY"""
2470,LV,REZEKNES TEHNOLOGIJU AKADEMIJA
2471,DE,RFH-KOELN GGMBH
2472,DE,RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN
2473,DE,RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN
2474,ZA,RHODES UNIVERSITY
2475,LV,RIGA MEDICAL COLLEGE OF THE UNIVERSITY OF LATVIA
2476,LV,RIGAS AERONAVIGACIJAS INSTITUTS
2477,LV,RIGAS CELTNIECIBAS KOLEDZA
2478,LV,RIGAS JURIDISKA AUGSTSKOLA
2479,LV,RIGAS STRADINA UNIVERSITATE
2480,LV,RIGAS TEHNISKA UNIVERSITATE
2481,XK,RIINVEST INSTITUTE
2482,NL,RIJKSUNIVERSITEIT GRONINGEN
2483,JP,RIKKYO UNIVERSITY
2484,LV,RISEBA UNIVERSITY
2485,HR,RIT CROATIA
2486,UA,RIVNE STATE UNIVERSITY OF HUMANITIES
2487,DE,ROBERT SCHUMANN HOCHSCHULE DUSSELDORF
2488,UK,ROEHAMPTON UNIVERSITY LBG
2489,IT,ROME UNIVERSITY OF FINE ARTS
2490,UK,ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE
2491,DK,ROSKILDE UNIVERSITET
2492,RU,ROSTOV STATE RACHMANINOV CONSERVATORY
2493,RU,ROSTOVSKIJ GOSUDARSTVENNYJ EKONOMICHESKIJ UNIVERSITET (RINH)
2494,UK,ROYAL ACADEMY OF MUSIC
2495,UK,ROYAL COLLEGE OF MUSIC
2496,UK,ROYAL CONSERVATOIRE OF SCOTLAND
2497,UK,ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE
2498,IE,ROYAL IRISH ACADEMY OF MUSIC
2499,AU,ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY*RMIT UNIVERSITY
2500,UK,ROYAL NORTHERN COLLEGE OF MUSIC
2501,BT,ROYAL THIMPHU COLLEGE
2502,KH,ROYAL UNIVERSITY OF AGRICULTURE
2503,BT,ROYAL UNIVERSITY OF BHUTAN
2504,KH,ROYAL UNIVERSITY OF LAW AND ECONOMICS
2505,KH,ROYAL UNIVERSITY OF PHNOM PENH
2506,HR,RRIF VISOKA SKOLA ZA FINANCIJSKI MENADZMENT
2507,KZ,RSE KARAGANDA STATE UNIVERSITY NAMED AFTER ACADEMICIAN E. A. BUKETOV
2508,FR,RUBIKA
2509,RU,RUDN UNIVERSITY
2510,DE,RUHR-UNIVERSITAET BOCHUM
2511,DE,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG
2512,RU,"RUSSIAN PRESIDENTIAL ACADEMY OF NATIONAL ECONOMY AND PUBLIC ADMINISTRATION,  NORTH-WEST INSTITUTE OF MANAGEMENT"
2513,RU,RUSSIAN STATE AGRARIAN UNIVERSITY - MOSCOW AGRICULTURAL ACADEMY NAMED AFTER K.A.TIMIRYAZEV
2514,RU,RUSSIAN STATE HYDROMETEOROLOGICAL UNIVERSITY
2515,RU,RUSSIAN STATE SOCIAL UNIVERSITY
2516,RU,RUSSIAN STATE UNIVERSITY FOR THE HUMANITIES
2517,RU,RUSSIAN UNIVERSITY OF TRANSPORT (MIIT)
2518,AM,RUSSIAN-ARMENIAN (SLAVONIC) UNIVERSITY
2519,AM,RUSSIAN-ARMENIAN (SLAVONIC) UNIVERSITY STATE ACADEMIC INSTITUTION OF HIGHER PROFESSIONAL EDUCATION
2520,TJ,RUSSIAN-TAJIK SLAVONIC UNIVERSITY
2521,US,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY"
2522,RU,RYAZAN STATE UNIVERSITY NAMED FOR S. ESENIN
2523,DK,RYTMISK MUSIKKONSERVATORIUM
2524,KG,S. NAAMATOV NARYN STATE UNIVERSITY
2525,KZ,S. TORAIGHYROV PAVLODAR STATE UNIVERSITY
2526,KZ,S. TORAIGHYROV PAVLODAR STATE UNIVERSITY OF THE MINISTRY OF EDUCATION AND SCIENCE OF THE REPUBLIC OF KAZAKHSTAN
2527,TR,SABANCI UNIVERSITESI
2528,FI,SAIMAAN AMMATTIKORKEAKOULU OY
2529,IT,SAINT LOUIS MUSIC CENTER SRL
2530,CA,SAINT MARY'S UNIVERSITY
2531,IE,SAINT NICHOLAS MONTESSORI COLLEGE IRELAND
2532,RU,SAINT PETERSBURG ELECTROTECHNICAL UNIVERSITY LETI
2533,RU,"SAINT PETERSBURG NATIONAL RESEARCH UNIVERSITY OF INFORMATION TECHNOLOGIES, MECHANICS AND OPTICS"
2534,RU,SAINT PETERSBURG STATE UNIVERSITY
2535,RU,SAINT PETERSBURG STATE UNIVERSITY OF ARCHITECTURE AND CIVIL ENGINEERING
2536,RU,SAINT-PETERSBURG RIMSKY-KORSAKOV STATE CONSERVATORY
2537,RU,SAINT-PETERSBURG STATE AGRARIAN UNIVERSITY
2538,RU,SAINT-PETERSBURG STATE UNIVERSITY OF ARCHITECTURE AND CIVIL ENGINEERING
2539,RU,SAINT-PETERSBURG STATE UNIVERSITY OF ECONOMICS
2540,RU,SAINT-PETERSBURG STATE UNIVERSITY OF ECONOMICS AND FINANCE
2541,RU,SAINT-PETERSBURG STATE UNIVERSITY OF INDUSTRIAL TECHNOLOGIES AND DESIGN
2542,RU,SAINT-PETERSBURG UNIVERSITY OF MANAGEMENT AND ECONOMICS
2543,JP,SAITAMA UNIVERSITY
2544,TR,SAKARYA UNIVERSITESI
2545,IQ,SALAHADDIN UNIVERSITY - ERBIL
2546,RU,SAMARA STATE UNIVERSITY OF ECONOMICS
2547,RU,"SAMARA STATE UNIVERSITY OF ECONOMICS, A FEDERAL STATE-FUNDED INSTITUTION OF HIGHER PROFESSIONAL EDUCATION"
2548,RU,SAMARA STATE UNIVERSITY OF SOCIAL SCIENCES AND EDUCATION
2549,UZ,SAMARKAND AGRICULTURAL INSTITUTE
2550,UZ,SAMARKAND STATE INSTITUTE OF FOREIGN LANGUAGES
2551,UZ,SAMARQAND IQTISODIYOT VA SERVIS INSTITUTI
2552,IL,SAMI SHAMOON COLLEGE OF ENGINEERING(R.A.) FRIENDLY SOCIETY
2553,US,SAN DIEGO STATE UNIVERSITY FOUNDATION
2554,US,SAN FRANCISCO STATE UNIVERSITY
2555,KR,SANGMYUNG UNIVERSITY
2556,TR,SANKO ÜNIVERSITESI
2557,PT,SANTA CASA DA MISERICORDIA DE LISBOA
2558,BA,SARAJEVO SCHOOL OF SCIENCE AND TECHNOLOGY
2559,FR,SARL INSTITUT CREAD
2560,FR,SAS ACADÉMIE JULIAN RIVE GAUCHE
2561,FR,SAS ESGCV - ESGCI
2562,FR,SAS ESGCV - PSB PARIS SCHOOL OF BUSINESS
2563,FI,SATAKUNNAN AMMATTIKORKEAKOULU OY
2564,LA,SAVANNAKHET UNIVERSITY
2565,IN,SAVITRIBAI PHULE PUNE UNIVERSITY
2566,FI,SAVONIA-AMMATTIKORKEAKOULU OY
2567,BY,SCHOOL OF BUSINESS AND MANAGEMENT OF TECHNOLOGY STATE EDUCATIONAL INSTITUTION OF THE BELARUSIAN STATE UNIVERSITY
2568,JP,"SCHOOL OF ENGINEERING, TOHOKU UNIVERSITY"
2569,UK,SCHOOL OF ORIENTAL AND AFRICAN STUDIES ROYAL CHARTER
2570,RO,SCOALA NATIONALA DE STUDII POLITICE SI ADMINISTRATIVE
2571,IT,SCUOLA NORMALE SUPERIORE
2572,IT,SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO S ANNA
2573,IT,SCUOLA SUPERIORE PER INTERPRETI E TRADUTTORI
2574,IT,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI
2575,IT,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO
2576,IT,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS
2577,KZ,SEIFULLIN KAZAKH AGRO TECHNICAL UNIVERSITY
2578,KZ,SEIFULLIN KAZAKH AGROTECHNICAL UNIVERSITY
2579,FI,SEINAJOEN AMMATTIKORKEAKOULU OY
2580,KR,SEJONG UNIVERSITY
2581,TR,SELCUK UNIVERSITESI
2582,HU,SEMMELWEIS EGYETEM
2583,KR,SEOUL NATIONAL UNIVERSITY
2584,DZ,SETIF 2 UNIVERSITY
2585,TN,SFAX UNIVERSITY
2586,KZ,SH. UALIKHANOV KOKSHETAU STATE UNIVERSITY
2587,IR,SHAHID BEHESHTI UNIVERSITY
2588,CN,SHANDONG UNIVERSITY
2589,CN,SHANGHAI JIAN QIAO UNIVERSITY
2590,CN,SHANGHAI JIAO TONG UNIVERSITY
2591,CN,SHANGHAI MARITIME UNIVERSITY
2592,CN,SHANGHAI NORMAL UNIVERSITY
2593,CN,SHANGHAI OCEAN UNIVERSITY
2594,CN,SHANGHAI UNIVERSITY
2595,CN,SHANGHAI UNIVERSITY OF INTERNATIONAL BUSINESS AND ECONOMICS
2596,UK,SHEFFIELD HALLAM UNIVERSITY
2597,IL,SHENKAR ENGINEERING.DESIGN.ART (PBC)
2598,CN,SHENYANG AGRICULTURAL UNIVERSITY
2599,CN,SHENYANG JIANZHU UNIVERSITY
2600,JP,SHIBAURA INSTITUTE OF TECHNOLOGY
2601,AM,SHIRAK STATE UNIVERSITY NAMED AFTERNALBANDYAN FOUNDATION
2602,IR,SHIRAZ UNIVERSITY
2603,IN,SHIV NADAR UNIVERSITY
2604,GE,SHOTA MESKHIA STATE TEACHING UNIVERSITY OF ZUGDIDI
2605,GE,SHOTA RUSTAVELI STATE UNIVERSITY
2606,BG,SHUMENSKI UNIVERSITET EPISKOP KONSTANTIN PRESLAVSKI
2607,LV,SIA BIZNESA AUGSTSKOLA TURIBA
2608,LT,SIAULIU UNIVERSITETAS
2609,LT,SIAULIU VALSTYBINE KOLEGIJA
2610,CN,SICHUAN INTERNATIONAL STUDIES UNIVERSITY
2611,CN,SICHUAN UNIVERSITY
2612,IT,SIENA JAZZ - ACCADEMIA NAZIONALE DEL JAZZ
2613,FR,SIGE
2614,FR,SIGMA CLERMONT
2615,AT,SIGMUND FREUD PRIVATUNIVERSITAT WIEN GMBH
2616,UA,SIHE I. HORBACHEVSKY TERNOPIL STATE MEDICAL UNIVERSITY OF THE MINISTRY OF HEALTH OF UKRAINE
2617,EE,SIHTASUTUS ESTONIAN BUSINESS SCHOOL
2618,TR,SIIRT UNIVERSITESI
2619,CA,SIMON FRASER UNIVERSITY
2620,UA,SIMON KUZNETS KHARKIV NATIONAL UNIVERSITY OF ECONOMICS
2621,SG,SINGAPORE MANAGEMENT UNIVERSITY
2622,TR,SINOP UNIVERSITESI
2623,PK,"SIR SYED UNIVERSITY OF ENGINEERING AND TECHNOLOGY, KARACHI, PAKISTAN"
2624,PK,SIR SYED UNIVERSITY OF ENGINEERINGAND TECHNOLOGY
2625,TR,SIRNAK UNIVERSITY
2626,EE,SISEKAITSEAKADEEMIA
2627,MX,SISTEMA CETYS UNIVERSIDAD
2628,TR,SIVAS CUMHURIYET UNIVERSITESI
2629,FR,SKEMA BUSINESS SCHOOL
2630,CZ,SKODA AUTO VYSOKA SKOLA OPS
2631,PL,SLASKI UNIWERSYTET MEDYCZNY W KATOWICACH
2632,CZ,SLEZSKA UNIVERZITA V OPAVE
2633,US,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA
2634,SK,SLOVENSKA POLNOHOSPODARSKA UNIVERZITA V NITRE
2635,SK,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE
2636,SK,SLOVENSKA ZDRAVOTNICKA UNIVERZITA V BRATISLAVE
2637,RU,SMOLENSK STATE UNIVERSITY
2638,LT,SOCIALINIU MOKSLU KOLEGIJA
2639,FR,SOCIETE D'ENSEIGNEMENT PROFESSIONNEL DU RHONE
2640,SE,SODERTORNS HOGSKOLA
2641,BG,SOFIA UNIVERSITY ST KLIMENT OHRIDSKI
2642,BG,SOFIISKI UNIVERSITET SVETI KLIMENT OHRIDSKI
2643,GE,SOKHUMI STATE UNIVERSITY
2644,KR,SOLBRIDGE INTERNATIONAL SCHOOL OF BUSINESS
2645,SI,SOLSKI CENTER SRECKA KOSOVELA SEZANA
2646,MZ,SONCA INTERNATIONAL/MUSIARTE
2647,KR,SOONGSIL UNIVERSITY
2648,JP,SOPHIA UNIVERSITY
2649,HU,SOPRONI EGYETEM
2650,FR,SORBONNE UNIVERSITE
2651,CZ,SOUKROMA VYSOKA SKOLA EKONOMICKA ZNOJMO
2652,CN,SOUTH CHINA UNIVERSITY OF TECHNOLOGY
2653,MK,SOUTH EAST EUROPEAN UNIVERSITY TETOVO
2654,MK,SOUTH EAST EUROPEAN UNIVERSITY TETOVO*INSTITUTE FOR ENVIRONMENT AND HEALTH
2655,BG,SOUTH-WEST UNIVERSITY NEOFIT RILSKI
2656,UK,SOUTHAMPTON SOLENT UNIVERSITY
2657,RU,SOUTHERN FEDERAL UNIVERSITY
2658,UK,SOUTHERN REGIONAL COLLEGE
2659,TW,SOUTHERN TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY
2660,CN,SOUTHWEST UNIVERSITY
2661,CN,SOUTHWESTERN UNIVERSITY OF FINANCEAND ECONOMICS
2662,PT,SPESI - SOCIEDADE DE PROMOÇÃO DE ENSINO SUPERIOR IMOBILIÁRIO
2663,PL,SPOLECZNA AKADEMIA NAUK
2664,DE,SPRACHEN- UND DOLMETSCHER-INSTITUTMUNCHEN EV
2665,DE,SRH FERNHOCHSCHULE - THE MOBILE UNIVERSITY
2666,DE,SRH HOCHSCHULE DER POPULÄREN KÜNSTE (HDPK)
2667,DE,SRH HOCHSCHULE FÜR GESUNDHEIT GMBH
2668,DE,SRH HOCHSCHULE HEIDELBERG GMBH
2669,DE,SRH HOCHSCHULEN BERLIN GMBH
2670,TH,SRINAKHARINWIROT UNIVERSITY
2671,IN,"SRM INSTITUTE OF SCIENCE AND TECHNOLOGY, CHENNAI"
2672,UK,SRUC
2673,MK,SS. CYRIL AND METHODIUS UNIVERSITY IN SKOPJE
2674,IT,SSML GREGORIO VII
2675,IT,SSML VITTORIA
2676,IN,ST MARY'S COLLEGE
2677,UK,ST MARY'S UNIVERSITY COLLEGE
2678,IN,ST. ALOYSIUS COLLEGE (AUTONOMOUS)
2679,TZ,ST. AUGUSTINE UNIVERSITY OF TANZANIA
2680,BG,ST. CYRIL AND ST. METHODIUS UNIVERSITY OF VELIKO TURNOVO
2681,RU,ST. PETERSBURG STATE POLYTECHNICAL UNIVERSITY
2682,RU,ST.PETERSBURG POLYTECHNIC UNIVERSITY
2683,DE,STAATLICHE AKADEMIE DER BILDENDEN KÜNSTE KARLSRUHE
2684,DE,STAATLICHE AKADEMIE DER BILDENDEN KÜNSTE STUTTGART
2685,DE,STAATLICHE HOCHSCHULE FUR GESTALTUNG KARLSRUHE
2686,DE,STAATLICHE HOCHSCHULE FÜR MUSIK TROSSINGEN
2687,DE,STAATLICHE HOCHSCHULE FÜR MUSIK UND DARSTELLENDE KUNST MANNHEIM
2688,DE,STAATLICHE HOCHSCHULE FÜR MUSIK UND DARSTELLENDE KUNST STUTTGART
2689,UK,STAFFORDSHIRE UNIVERSITY
2690,PL,STAROPOLSKA SZKOLA WYZSZA W KIELCACH
2691,RU,STATE AUTONOMOUS EDUCATIONAL INSTITUTION OF HIGHER EDUCATION OF THE CITY OF MOSCOW MOSCOW CITY UNIVERSITY
2692,RU,STATE AUTONOMOUS EDUCATIONAL INSTITUTION OF HIGHER PROFESSIONAL EDUCATION OF THE ASTRAKHAN REGION ASTRAKHAN CIVIL ENGINEERING INSTITUTE
2693,RU,STATE BUDGET INSTITUTION OF HIGHER PROFESSIONAL EDUCATION SAINT PETERSBURG STATE FOREST TECHNICAL UNIVERSITY NAMED AFTER S.M. KIROV
2694,RU,STATE BUDGETARY HIGHER EDUCATIONAL INSTITUTION MOSCOW REGION UNIVERSITY OF TECHNOLOGY
2695,RU,STATE EDUCATION INSTITUTION OF HIGHER PROFESSIONAL EDUCATION VOLGOGRAD STATE UNIVERSITY
2696,AM,STATE EDUCATIONAL ESTABLISHMENT OF HIGHER PROFESSIONAL EDUCATION RUSSIAN-ARMENIAN (SLAVONIC) UNIVERSITY
2697,KG,STATE EDUCATIONAL INSTITUTION HIGHER PROFFESSIONAL EDUCATION KYRGYZ-RUSIAN SLAVIC UNIVERSITY
2698,RU,STATE EDUCATIONAL INSTITUTION OF HIGHER PROFESSIONAL EDUCATION RUSSIANSTATE UNIVERSITY FOR THE HUMANITIES
2699,RU,STATE EDUCATIONAL INSTITUTION OF HIGHER PROFESSIONAL EDUCATION TOMSK STATE UNIVERSITY
2700,RU,STATE EDUCATIONAL INSTITUTION OF HIGHER PROFESSIONAL EDUCATION TOMSK STATE UNIVERSITY OF CONTROL SYSTEMS AND RADIOELECTRONICS
2701,UA,STATE HIGHER EDUCATIONAL ESTABLISHMENT PRECARPATHIAN NATIONAL UNIVERSITY NAMED AFTER VASYL STEFANYK
2702,UA,STATE HIGHER EDUCATIONAL ESTABLISHMENT ZAPORIZHZHYA NATIONAL UNIVERSITY OF THE MINISTRY OF EDUCATION AND SCIENCES OF UKRAINE
2703,UA,"STATE HIGHER EDUCATIONAL INSTITUTION KYIV NATIONAL ECONOMIC UNIVERSITY NAMED AFTER VADYM HETMAN, SHEI KNEU NAMED AFTER V. HETMAN"
2704,RU,STATE HIGHER EDUCATIONAL INSTITUTION PEOPLES' FRIENDSHIP UNIVERSITY OF RUSSIA
2705,UA,STATE HIGHER EDUCATIONAL INSTITUTION PRYDNIPROVSKA STATE ACADEMY OF CIVIL ENGINEERING AND ARCHITECTURE
2706,RU,STATE HIGHER PROFESSIONAL EDUCATION INSTITUTION HERZEN STATE PEDAGOGICAL UNIVERSITY OF RUSSIA
2707,RU,STATE INSTITUTE OF TECHNOLOGY SAINTPETERSBURG RUSSIA
2708,RU,STAVROPOL STATE AGRARIAN UNIVERSITY
2709,TN,STE GROUPE DE FORMATION ET D'INGENIERIE
2710,ZA,STELLENBOSCH UNIVERSITY
2711,UA,STEPAN GZHYTSKIY NATIONAL UNIVERSITY OF VETERINARY MEDICINE AND BIOTECHNOLOGIES LVIV
2712,US,STEVENS INSTITUTE OF TECHNOLOGY
2713,NL,STICHTING AERES GROEP
2714,NL,STICHTING AMSTERDAMSE HOGESCHOOL VOOR DE KUNSTEN
2715,NL,STICHTING ARTEZ
2716,NL,STICHTING AVANS
2717,NL,STICHTING BREDA UNIVERSITY OF APPLIED SCIENCES
2718,NL,STICHTING CHRISTELIJKE HOGESCHOOL WINDESHEIM
2719,NL,STICHTING FONTYS
2720,NL,STICHTING HAS OPLEIDINGEN
2721,NL,STICHTING HOGER BEROEPSONDERWIJS HAAGLANDEN
2722,NL,STICHTING HOGER ONDERWIJS NEDERLAND
2723,NL,STICHTING HOGESCHOOL DER KUNSTEN DEN HAAG
2724,NL,STICHTING HOGESCHOOL LEIDEN
2725,NL,STICHTING HOGESCHOOL ROTTERDAM
2726,NL,STICHTING HOGESCHOOL UTRECHT
2727,NL,STICHTING HOGESCHOOL VAN AMSTERDAM
2728,NL,STICHTING HOGESCHOOL VAN ARNHEM ENNIJMEGEN HAN
2729,NL,STICHTING HOGESCHOOL VOOR DE KUNSTEN UTRECHT
2730,NL,STICHTING HZ UNIVERSITY OF APPLIED SCIENCES
2731,NL,STICHTING KATHOLIEKE UNIVERSITEIT
2732,NL,STICHTING KATHOLIEKE UNIVERSITEIT BRABANT
2733,NL,STICHTING NHL STENDEN HOGESCHOOL
2734,NL,"STICHTING PROTESTANTS CHRISTELIJK HOGER BEROEPSONDERWIJS UTRECHT, MARNIX ACADEMIE"
2735,NL,STICHTING SAXION
2736,XK,STICHTING SPARK
2737,NL,STICHTING STENDEN HOGESCHOOL
2738,NL,STICHTING VAN HALL LARENSTEIN
2739,NL,STICHTING VU
2740,NL,STICHTING ZUYD HOGESCHOOL
2741,NO,STIFTELSEN HANDELSHOYSKOLEN BI
2742,SE,STIFTELSEN HOGSKOLAN I JONKOPING
2743,SE,STIFTELSEN RÖDAKORSHEMMET/RÖDA KORSETS HÖGSKOLA
2744,DE,STIFTUNG EUROPA-UNIVERSITAT VIADRINA FRANKFURT (ODER)
2745,DE,STIFTUNG FACHHOCHSCHULE OSNABRUECK
2746,AT,STIFTUNG PRIVATE PÄDAGOGISCHE HOCHSCHULE BURGENLAND
2747,DE,STIFTUNG TIERAERZTLICHE HOCHSCHULE HANNOVER
2748,DE,STIFTUNG UNIVERSITAT HILDESHEIM
2749,"ID",STMIK AMIKOM YOGYAKARTA INDONESIA
2750,LV,STOCKHOLM SCHOOL OF ECONOMICS IN RIGA SIA
2751,SE,STOCKHOLMS KONSTNARLIGA HOGSKOLA
2752,SE,STOCKHOLMS UNIVERSITET
2753,UK,STRANMILLIS UNIVERSITY COLLEGE
2754,FR,STRATE
2755,SD,SUDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY
2756,EG,SUEZ CANAL UNIVERSITY
2757,KZ,SULEYMAN DEMIREL UNIVERSITY
2758,TR,SULEYMAN DEMIREL UNIVERSITY
2759,UA,SUMY NATIONAL AGRARIAN UNIVERSITY
2760,UA,SUMY STATE UNIVERSITY
2761,CN,SUN YAT-SEN UNIVERSITY
2762,KR,SUNGKYUNKWAN UNIVERSITY
2763,FI,SUOMEN HUMANISTINEN AMMATTIKORKEAKOULU OY HUMAK
2764,FR,SUP DE PUB
2765,MA,SUPERIOR INSTITUTE OF SCIENCE AND TECHNOLOGY
2766,CZ,SVATOJANSKA KOLEJ - VYSSI ODBORNA SKOLA PEDAGOGICKA
2767,FI,SVENSKA HANDELSHOGSKOLAN
2768,SE,SVERIGES LANTBRUKSUNIVERSITET
2769,HR,SVEUCILISTE JOSIPA JURJA STROSSMAYERA U OSIJEKU
2770,HR,SVEUCILISTE JURJA DOBRILE U PULI
2771,HR,SVEUCILISTE SJEVER
2772,HR,SVEUCILISTE U DUBROVNIKU
2773,HR,SVEUCILISTE U RIJECI
2774,HR,SVEUCILISTE U SPLITU
2775,HR,SVEUCILISTE U ZADRU
2776,HR,SVEUCILISTE U ZAGREBU
2777,BA,"SVEUČILIŠTE/UNIVERZITET  ""VITEZ"" VITEZ"
2778,UK,SWANSEA UNIVERSITY
2779,PL,SWPS UNIWERSYTET HUMANISTYCZNOSPOLECZNY
2780,DK,SYDDANSK MUSIKKONSERVATORIUM - DANISH NATIONAL ACADEMY OF MUSIC
2781,DK,SYDDANSK UNIVERSITET
2782,"ID",SYIAH KUALA UNIVERSITY (UNIVERSITAS SYIAH KUALA)
2783,BD,SYLHET AGRICULTURAL UNIVERSITY
2784,IN,SYMBIOSIS INTERNATIONAL UNIVERSITY
2785,HU,SZECHENYI ISTVAN UNIVERSITY
2786,HU,SZEGEDI TUDOMANYEGYETEM
2787,HU,SZENT ISTVAN UNIVERSITY
2788,HU,SZINHAZ-ES FILMMUVESZETI EGYETEM
2789,PL,SZKOLA GLOWNA GOSPODARSTWA WIEJSKIEGO
2790,PL,SZKOLA GLOWNA HANDLOWA W WARSZAWIE
2791,PL,SZKOLA GLOWNA TURYSTYKI I HOTELARSTWA VISTULA
2792,HU,SÁROSPATAKI REFORMÁTUS TEOLÓGIAI AKADÉMIA
2793,TR,T. C. PIRI REIS UNIVERSITESI
2794,TR,T.C BEYKENT UNIVERSITESI
2795,TR,T.C. GIRESUN ÜNIVERSITESI
2796,RU,T.F. GORBACHEV KUZBASS STATE TECHNICAL UNIVERSITY
2797,JO,TAFILA TECHNICAL UNIVERSITY
2798,FI,TAIDEYLIOPISTO
2799,TJ,TAJIK AGRARIAN UNIVERSITY NAMED AFTER SHIRINSHOH SHOHTEMUR
2800,TJ,TAJIK NATIONAL UNIVERSITY
2801,TJ,TAJIK STATE UNIVERSITY OF COMMERCE
2802,EE,TALLINN UNIVERSITY
2803,EE,TALLINNA TEHNIKAKORGKOOL
2804,EE,TALLINNA TEHNIKAULIKOOL
2805,EE,TALLINNA TERVISHOIU KÕRGKOOL
2806,TW,TAMKANG UNIVERSITY
2807,FI,TAMPEREEN AMMATTIKORKEAKOULU OY
2808,FI,TAMPEREEN YLIOPISTO
2809,UA,TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV
2810,KZ,TARAZ STATE UNIVERSITY
2811,IR,TARBIAT MODARES UNIVERSITY (INSTRUCTOR'S TRAINING UNIVERSITY)
2812,LT,TARPTAUTINE TEISES IR VERSLO AUKSTOJI MOKYKLA UAB
2813,EE,TARTU ULIKOOL
2814,UZ,TASHKENT FINANCIAL INSTITUTE
2815,UZ,TASHKENT INSTITUTE OF IRRIGATION AND MELIORATION BUKHARA BRANCH
2816,UZ,TASHKENT STATE UNIVERSITY OF ECONOMICS
2817,UZ,TASKENT STATE AGRARIAN UNIVERSITY
2818,IN,TATA INSTITUTE OF SOCIAL SCIENCES
2819,MY,TAYLOR'S UNIVERSITY MALAYSIA
2820,MY,TAYLOR'S UNIVERSITY SDN. BHD.
2821,GE,TBILISI STATE MEDICAL UNIVERSITY
2822,RS,"TEACHER EDUCATION FACULTY, UNIVERSITY OF  BELGRADE"
