Institution Name;English Institution Name;Country Code;Institution Category - English;Name of the city;Geographic coordinates - latitude;Geographic coordinates - longitude;Total students enrolled ISCED 5-7
Scuola IMT - Istituzioni, Mercati, Tecnologie - Alti Studi - LUCCA;IMT School for Advanced Studies Lucca;IT;Higher School;Lucca;43,843389;10,512382;a
Università degli Studi di MACERATA;University of Macerata;IT;University;Macerata;43,299102;13,449853;10376
Università degli Studi di MESSINA;University of Messina;IT;University;Messina;38,189173;15,55271;23817
Libera Università di lingue e comunicazione IULM-MI;Free University of Languages and Communication;IT;University;Milano;45,442685;9,163716;5628
Politecnico di MILANO;Politecnico di Milano;IT;Technical University;Milano;45,478467;9,228464;44656
Università Cattolica del Sacro Cuore;Università Cattolica del Sacro Cuore;IT;University;Milano;45,462805;9,176897;40457
"Università Commerciale ""Luigi Bocconi"" MILANO";Università Bocconi;IT;University;Milano;45,448812;9,18985;13680
Università degli Studi di MILANO;University of Milan;IT;University;Milano;45,460359;9,194141;62197
"Libera Università ""Vita Salute S.Raffaele"" MILANO";Vita-Salute San Raffaele University;IT;University;Milano;45,506914;9,267154;2892
Università degli Studi di MILANO-BICOCCA;University of Milano-Bicocca;IT;University;Milano;45,518428;9,213079;34093
Università Telematica San Raffaele Roma;Online University San Raffaele Rome;IT;Online University;Roma;41,892869;12,403645;3058
Università degli Studi di MODENA e REGGIO EMILIA;University of Modena and Reggio Emilia (UNIMORE);IT;University;Modena;44,645041;10,927861;23603
Università degli Studi Suor Orsola Benincasa - NAPOLI;Suor Orsola Benincasa University;IT;University;Napoli;40,840952;14,242676;8578
Università degli Studi della Campania Luigi Vanvitelli;University of Campania Luigi Vanvitelli;IT;University;Caserta;41,066549;14,330518;26675
"Università degli Studi di NAPOLI ""Federico II""";University of Naples Federico II;IT;University;Napoli;40,845417;14,257791;75821
"Università degli Studi di NAPOLI ""L'Orientale""";"""Orientale"" University of Naples";IT;University;Napoli;40,83723;14,253126;10860
"Università degli Studi di NAPOLI ""Parthenope""";"University of Naples ""Parthenope""";IT;University;Napoli;40,841073;14,255583;12959
Università Telematica PEGASO;"Online University ""Pegaso""";IT;Online University;Napoli;40,858254;14,283597;21954
"Università Telematica ""E-CAMPUS""";"Online University ""e-Campus""";IT;Online University;Novedrate;45,698237;9,120381;9442
Università degli Studi di PADOVA;University of Padova;IT;University;Padova;45,406774;11,877274;60241
Università degli Studi di PALERMO;University of Palermo;IT;University;Palermo;38,118352;13,368983;41057
Università degli Studi di PARMA;University of Parma;IT;University;Parma;44,801251;10,325517;25109
I.U.S.S. - Istituto Universitario di Studi Superiori - PAVIA;Institute for Advanced Study - IUSS of Pavia;IT;Higher School;Pavia;45,184738;9,154249;122
Università degli Studi di PAVIA;University of Pavia;IT;University;Pavia;45,187054;9,157137;22937
Università degli Studi di PERUGIA;University of Perugia;IT;University;Perugia;43,116427;12,386882;23673
Università per Stranieri di PERUGIA;University for Foreigners Perugia;IT;University for Foreigners;Perugia;43,114839;12,389341;925
Scuola Normale Superiore di PISA;Scuola Normale Superiore;IT;Higher School;Pisa;43,719607;10,400331;a
"Scuola Superiore di Studi Universitari e Perfezionamento Sant'Anna";"Sant'Anna School for Advanced Studies";IT;Higher School;Pisa;43,719823;10,402926;278
Università di PISA;University of Pisa;IT;University;Pisa;43,716668;10,398838;46968
Università degli Studi della BASILICATA;University of the Basilicata;IT;University;Potenza;40,633633;15,807199;6582
"Università degli Studi ""Mediterranea"" di REGGIO CALABRIA";Università Mediterranea of Reggio Calabria;IT;University;Reggio Calabria;38,121373;15,661538;5978
"Università per Stranieri ""Dante Alighieri"" di REGGIO CALABRIA";"University for Foreigners ""Dante Alighieri""";IT;University for Foreigners;Reggio Calabria;38,108385;15,645737;938
Università degli Studi ROMA TRE;Roma Tre University;IT;University;Roma;41,861991;12,479601;33122
Università degli Studi Internazionali di ROMA (UNINT);Rome University of International Studies;IT;University;Roma;41,859939;12,496611;1736
LUISS - Libera Università internazionale degli studi sociali Guido Carli di Roma;LUISS Guido Carli;IT;University;Roma;41,918916;12,511345;9902
"Libera Univ. degli Studi ""Maria SS. Assunta"" - LUMSA - Roma";Free University Maria SS. Assunta (LUMSA);IT;University;Roma;41,903117;12,462925;6234
"Università ""Campus Bio-Medico"" di ROMA";Campus Bio-Medico University;IT;University;Roma;41,768247;12,470132;2159
"Università degli Studi di ROMA ""La Sapienza""";Sapienza University of Rome;IT;University;Roma;41,901483;12,512316;105483
"Università degli Studi di ROMA ""Foro Italico""";"University of Rome ""Foro Italico""";IT;University;Roma;41,930646;12,458054;2200
"Università degli Studi di ROMA ""Tor Vergata""";University of Rome Tor Vergata;IT;University;Roma;41,849136;12,597576;31724
Università degli Studi EUROPEA di ROMA;European University of Rome;IT;University;Roma;41,879654;12,392933;940
Università Telematica GUGLIELMO MARCONI;Marconi University;IT;Online University;Roma;41,90729;12,46464;8790
Università Telematica UNITELMA SAPIENZA;Unitelma Sapienza;IT;Online University;Roma;41,904994;12,51744;4817
UNICUSANO Università degli Studi Niccolò Cusano -Telematica Roma;University Niccolò Cusano;IT;Online University;Roma;41,911733;12,394237;20647
Università Telematica Internazionale UNINETTUNO;International Online University UNINETTUNO;IT;Online University;Roma;41,896067;12,47766;10916
"Università Telematica ""Universitas MERCATORUM""";Universitas Mercatorum;IT;Online University;Roma;41,893811;12,477309;331
Università degli Studi di SALERNO;University of Salerno;IT;University;Fisciano;40,774462;14,789685;35629
Università degli Studi di SASSARI;University of Sassari;IT;University;Sassari;40,724908;8,559827;13522
Università degli Studi di SIENA;University of Siena;IT;University;Siena;43,319128;11,332753;16528
Università per Stranieri di SIENA;University for Foreigners of Siena;IT;University for Foreigners;Siena;43,330905;11,324226;1965
Università degli Studi di TERAMO;University of Teramo;IT;University;Teramo;42,670308;13,70119;6336
Politecnico di TORINO;Politecnico di Torino;IT;Technical University;Torino;45,062473;7,662171;31032
Università degli Studi di TORINO;University of Turin;IT;University;Torino;45,069494;7,689368;70750
"Università Telematica ""LEONARDO da VINCI""";Telematic University Leonardo da Vinci;IT;Online University;Torrevecchia Teatina;42,380654;14,208386;677
Università degli Studi di TRENTO;University of Trento;IT;University;Trento;46,066277;11,117637;16271
Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;International School for Advanced Studies (SISSA);IT;Higher School;Trieste;45,680414;13,773402;a
Università degli Studi di TRIESTE;University of Trieste;IT;University;Trieste;45,658011;13,793513;15450
Università degli Studi di UDINE;University of Udine;IT;University;Udine;46,06599;13,232478;15668
"Università degli Studi di URBINO ""Carlo BO""";University of Urbino Carlo Bo;IT;University;Urbino;43,723227;12,636867;14010
Università degli Studi INSUBRIA Varese-Como;University of Insubria;IT;University;Varese;45,81303;8,828823;9838
"Università ""Cà Foscari"" VENEZIA";Ca’ Foscari University of Venice;IT;University;Venezia;45,434512;12,326177;20444
Università IUAV di VENEZIA;University IUAV of Venice;IT;University;Venezia;45,43769;12,322326;4289
"Università degli Studi del PIEMONTE ORIENTALE ""Amedeo Avogadro""-Vercelli";"University of Piemonte Orientale ""Amedeo Avogadro""";IT;University;Vercelli;45,327756;8,424691;12130
Università degli Studi di VERONA;University of Verona;IT;University;Verona;45,437443;11,004408;24900
Università degli Studi della TUSCIA;University of Tuscia;IT;University;Viterbo;42,413932;12,111031;7865
Accademia delle Belle Arti di Bari;Academy of fine arts of Bari;IT;Academy of fine art;Bari;41,111022;16,876423;641
Accademia delle Belle Arti di Bologna;Academy of fine arts of Bologna;IT;Academy of fine art;Bologna;44,497836;11,353167;1827
Accademia delle Belle Arti di Carrara;Academy of fine arts of Carrara;IT;Academy of fine art;Carrara;44,078055;10,099265;875
Accademia delle Belle Arti di Catania;Academy of fine arts of Catania;IT;Academy of fine art;Catania;37,529631;15,079053;1673
Accademia delle Belle Arti di Catanzaro;Academy of fine arts of Catanzaro;IT;Academy of fine art;Catanzaro;38,918059;16,565781;202
Accademia delle Belle Arti di Firenze;Academy of fine arts of Firenze;IT;Academy of fine art;Firenze;43,777054;11,259473;1190
Accademia delle Belle Arti di Foggia;Academy of fine arts of Foggia;IT;Academy of fine art;Foggia;41,461821;15,54343;667
Accademia delle Belle Arti di Frosinone;Academy of fine arts of Frosinone;IT;Academy of fine art;Frosinone;41,640184;13,349061;497
"Accademia delle Belle Arti dell'Aquila";"Academy of fine arts of L'Aquila";IT;Academy of fine art;"L'Aquila";42,365282;13,372749;379
Accademia delle Belle Arti di Lecce;Academy of fine arts of Lecce;IT;Academy of fine art;Lecce;40,351063;18,164757;572
Accademia delle Belle Arti di Macerata;Academy of fine arts of Macerata;IT;Academy of fine art;Macerata;43,301011;13,450745;1126
"Accademia delle Belle Arti di Milano ""Brera""";"Academy of fine arts of Milano ""Brera""";IT;Academy of fine art;Milano;45,472034;9,187795;4767
Accademia delle Belle Arti di Napoli;Academy of fine arts of Napoli;IT;Academy of fine art;Napoli;40,851565;14,251478;2937
Accademia delle Belle Arti di Palermo;Academy of fine arts of Palermo;IT;Academy of fine art;Palermo;38,115586;13,352799;1534
Accademia delle Belle Arti di Reggio Calabria;Academy of fine arts of Reggio Calabria;IT;Academy of fine art;Reggio Calabria;38,118086;15,651147;367
Accademia delle Belle Arti di Roma;Academy of fine arts of Roma;IT;Academy of fine art;Roma;41,907338;12,475338;2660
"Accademia delle Belle Arti ""Mario Sironi"" - Sassari";"Academy of fine arts ""Mario Sironi"" - Sassari";IT;Academy of fine art;Sassari;40,717922;8,570329;472
"Accademia delle Belle Arti di Torino ""Albertina""";"Academy of fine arts of Torino ""Albertina""";IT;Academy of fine art;Torino;45,067628;7,689564;1637
Accademia delle Belle Arti di Urbino;Academy of fine arts of Urbino;IT;Academy of fine art;Urbino;43,727555;12,634048;565
Accademia delle Belle Arti di Venezia;Academy of fine arts of Venezia;IT;Academy of fine art;Venezia;45,430244;12,33093;1313
"Accademia delle Belle Arti legalmente riconosciuta di BERGAMO ""Carrara""";"Free Academy of fine arts of BERGAMO ""Carrara""";IT;Free Academy of fine arts;Bergamo;45,704632;9,67619;148
"Accademia delle Belle Arti legalmente riconosciuta di BRESCIA ""Santagiulia""";"Free Academy of fine arts of BRESCIA ""Santagiulia""";IT;Free Academy of fine arts;Brescia;45,55123;10,213558;723
"Accademia delle Belle Arti legalmente riconosciuta di BRESCIA ""LABA"" - libera accademia di belle arti";"Free Academy of fine arts of BRESCIA ""LABA"" - libera accademia di belle arti";IT;Free Academy of fine arts;Brescia;45,559735;10,203251;1091
"Accademia delle Belle Arti legalmente riconosciuta di COMO ""Aldo Galli""";"Free Academy of fine arts of COMO ""Aldo Galli""";IT;Free Academy of fine arts;Como;45,806857;9,092001;194
Accademia delle Belle Arti legalmente riconosciuta di CUNEO;Free Academy of fine arts of CUNEO;IT;Free Academy of fine arts;Cuneo;44,392554;7,551506;1067
"Accademia delle Belle Arti legalmente riconosciuta di GENOVA ""Accademia Ligustica""";"Free Academy of fine arts of GENOVA ""Accademia Ligustica""";IT;Free Academy of fine arts;Genova;44,407173;8,934024;426
"Accademia delle Belle Arti legalmente riconosciuta di MILANO ""NABA"" - nuova accademia di belle arti";"Free Academy of fine arts of MILANO ""NABA"" - nuova accademia di belle arti";IT;Free Academy of fine arts;Milano;45,445637;9,174521;3262
"Accademia delle Belle Arti legalmente riconosciuta di MILANO ""ACME""";"Free Academy of fine arts of MILANO ""ACME""";IT;Free Academy of fine arts;Milano;45,479314;9,172623;200
"Accademia delle Belle Arti legalmente riconosciuta di NOVARA ""ACME""";"Free Academy of fine arts of NOVARA ""ACME""";IT;Free Academy of fine arts;Novara;45,452753;8,615847;140
"Accademia delle Belle Arti legalmente riconosciuta di PERUGIA ""Pietro Vannucci""";"Free Academy of fine arts of PERUGIA ""Pietro Vannucci""";IT;Free Academy of fine arts;Perugia;43,113689;12,382705;515
Accademia delle Belle Arti legalmente riconosciuta di RAVENNA;Free Academy of fine arts of RAVENNA;IT;Free Academy of fine arts;Ravenna;44,426193;12,213683;132
"Accademia delle Belle Arti legalmente riconosciuta di ROMA ""Rome University of Fine Arts""";"Free Academy of fine arts of ROMA ""Rome University of Fine Arts""";IT;Free Academy of fine arts;Roma;41,922491;12,504913;738
"Accademia delle Belle Arti legalmente riconosciuta di S.AGATA LI BATTIATI (CT) ""Abadir"" accademia di belle arti e restauro";"Free Academy of fine arts of S.AGATA LI BATTIATI (CT) ""Abadir""";IT;Free Academy of fine arts;S.Agata Li Battiati;37,558557;15,083955;m
"Accademia delle Belle Arti legalmente riconosciuta di S.MARTINO DELLE SCALE (PA) ""Abadir""";"Free Academy of fine arts of S.MARTINO DELLE SCALE (PA) ""Abadir""";IT;Free Academy of fine arts;S.Martino Delle Scale;38,090906;13,253937;6
"Accademia delle Belle Arti legalmente riconosciuta di SANREMO (IM) ""Istituto I. Duncan""";"Free Academy of fine arts of SANREMO (IM) ""Istituto I. Duncan""";IT;Free Academy of fine arts;Sanremo;43,824374;7,781596;41
"Accademia delle Belle Arti legalmente riconosciuta di SIRACUSA ""Rosario Gagliardi""";"Free Academy of fine arts of SIRACUSA ""Rosario Gagliardi""";IT;Free Academy of fine arts;Siracusa;37,064688;15,287955;30
"Accademia delle Belle Arti legalmente riconosciuta di STEFANACONI - VIBO VALENTIA ""Fidia""";"Free Academy of fine arts of STEFANACONI - VIBO VALENTIA ""Fidia""";IT;Free Academy of fine arts;Stefanaconi;38,681291;16,134094;185
"Accademia delle Belle Arti legalmente riconosciuta di TRAPANI ""Kandinskij""";"Free Academy of fine arts of TRAPANI ""Kandinskij""";IT;Free Academy of fine arts;Trapani;38,016416;12,501179;m
"Accademia delle Belle Arti legalmente riconosciuta di VERONA ""Cignaroli""";"Free Academy of fine arts of VERONA ""Cignaroli""";IT;Free Academy of fine arts;Verona;45,434798;10,992934;636
"Accademia delle Belle Arti legalmente riconosciuta di VITERBO ""Lorenzo da Viterbo""";"Free Academy of fine arts of VITERBO ""Lorenzo da Viterbo""";IT;Free Academy of fine arts;Viterbo;42,418238;12,11621;40
"Accademia Nazionale di Arte Drammatica di ROMA ""Silvio d'Amico""";"National Academy of Drama ""Silvio D'Amico""";IT;National Academy of Drama;Roma;41,920386;12,494888;146
Accademia nazionale di danza di ROMA;National Dance Academy;IT;Higher Institute for Musical and Choreographic Studies;Roma;41,883905;12,483023;307
"Conservatorio di ADRIA (RO) ""Antonio Buzzolla""";"Music Conservatory of ADRIA (RO) ""Antonio Buzzolla""";IT;Higher Institute for Musical and Choreographic Studies;Adria;45,058796;12,054845;224
"Conservatorio di ALESSANDRIA ""Antonio Vivaldi""";"Music Conservatory of ALESSANDRIA ""Antonio Vivaldi""";IT;Higher Institute for Musical and Choreographic Studies;Alessandria;44,912524;8,61734;253
"Conservatorio di AVELLINO ""Domenico Cimarosa""";"Music Conservatory of AVELLINO ""Domenico Cimarosa""";IT;Higher Institute for Musical and Choreographic Studies;Avellino;40,916076;14,801015;756
"Conservatorio di BARI ""Niccolò Piccinni""";"Music Conservatory of BARI ""Niccolò Piccinni""";IT;Higher Institute for Musical and Choreographic Studies;Bari;41,116249;16,857048;832
"Conservatorio di BENEVENTO ""Nicola Sala""";"Music Conservatory of BENEVENTO ""Nicola Sala""";IT;Higher Institute for Musical and Choreographic Studies;Benevento;41,130838;14,781936;734
